240 407.569 -22.2284 0.221078 2.05568 0.617304
241 391.637 -1.76149 0.222139 2.05829 0.618929
242 377.78 -4.12517 0.223201 2.05964 0.620526
243 354.325 -7.49696 0.224262 2.0596 0.622085
244 332.389 -7.92534 0.225323 2.05804 0.623592
245 318.55 -6.395 0.226385 2.0551 0.625065
246 298.126 -3.90344 0.227446 2.05058 0.626482
247 277.603 0.0366896 0.228507 2.04455 0.627844
248 263.031 0.488502 0.229568 2.03713 0.629159
249 243.474 1.77299 0.230629 2.02822 0.630417
250 226.737 1.62574 0.23169 2.01785 0.631614
251 213.66 -1.72575 0.23275 2.00601 0.632749
252 197.333 -3.93451 0.233811 1.99274 0.633819
253 187.324 -5.7721 0.234872 1.97806 0.634823
254 176.761 -4.19031 0.235932 1.96211 0.635767
255 165.628 -2.24648 0.236993 1.94472 0.636633
256 149.281 -2.07095 0.238054 1.92603 0.637428
257 135.904 -5.35833 0.239114 1.90609 0.63815
258 123.877 -5.07478 0.240174 1.88494 0.638799
259 112.389 -4.32739 0.241235 1.86263 0.639374
260 106.147 -3.36809 0.242295 1.83922 0.639873
261 98.6038 -0.523912 0.243355 1.81477 0.640298
262 86.2918 0.543729 0.244416 1.78932 0.640646
263 81.6873 2.39728 0.245476 1.76295 0.640918
264 79.6265 -0.784354 0.246536 1.73572 0.641114
265 70.1745 -5.76014 0.247596 1.70767 0.641234
266 60.9564 -9.74249 0.248656 1.67889 0.641278
267 57.3646 -10.4351 0.249716 1.64943 0.641246
268 56.0132 -7.13437 0.250775 1.61936 0.64114
269 50.2032 -3.63298 0.251835 1.58873 0.640958
270 46.8692 -1.49549 0.252895 1.55759 0.640699
271 40.567 -1.68676 0.253955 1.52607 0.640372
272 32.5327 -7.83422 0.255014 1.49419 0.639972
273 27.3054 -6.49524 0.256074 1.46198 0.639499
274 24.3472 -4.50742 0.257133 1.42959 0.63896
275 18.0389 -5.73184 0.258193 1.39703 0.638354
276 15.0737 -6.20815 0.259252 1.36442 0.637691
277 17.8107 -4.35203 0.260312 1.3317 0.636955
278 15.01 -2.23271 0.261371 1.29902 0.636158
279 12.6894 -7.96911 0.26243 1.26641 0.635302
280 9.1811 -10.1061 0.263489 1.23393 0.63439
281 3.70951 -7.6218 0.264548 1.20166 0.633425
282 5.1002 -7.82672 0.265608 1.16963 0.63241
283 3.81151 -7.49376 0.266667 1.13791 0.631349
284 2.50681 -6.51543 0.267726 1.10655 0.630245
285 2.34085 -8.59475 0.268785 1.07562 0.629105
286 -0.681832 -6.48852 0.269843 1.04514 0.627931
287 0.299797 -7.82028 0.270902 1.01508 0.62672
288 2.70383 -7.39903 0.271961 0.985727 0.625507
289 2.26591 -9.29071 0.27302 0.957051 0.62428
290 2.09223 -9.93331 0.274079 0.931003 0.623767
291 3.01733 -17.1742 0.275137 0.901572 0.621798
292 3.45759 -19.3419 0.276196 0.874954 0.620573
293 5.19827 -20.5702 0.277254 0.849135 0.619373
294 7.26866 -20.006 0.278313 0.824118 0.618206
295 8.32126 -26.6901 0.279371 0.799986 0.617106
296 9.76829 -27.6759 0.28043 0.776694 0.616093
297 11.5826 -25.6748 0.281488 0.754287 0.615171
