290 12.2045 -39.9522 0.274736 0.247338 0.447193
291 13.2628 -3.51185 0.275794 0.231885 0.446516
292 14.665 -9.31548 0.276853 0.216585 0.445799
293 15.8926 -14.2005 0.277911 0.201486 0.445041
294 18.4284 -12.3905 0.27897 0.186649 0.444242
295 21.4788 -9.0499 0.280028 0.172172 0.443409
296 24.6173 -7.81779 0.281087 0.158189 0.442551
297 27.2202 -8.87722 0.282145 0.144881 0.441684
298 30.2899 -12.9936 0.283203 0.132443 0.440823
299 34.0345 -13.744 0.284261 0.121147 0.440012
300 38.4782 -11.255 0.28532 0.11116 0.439264
301 43.5326 -7.70083 0.286378 0.10267 0.438612
302 49.4475 -7.44278 0.287436 0.0957862 0.438076
303 54.7412 -7.74093 0.288494 0.0905645 0.437673
304 59.2065 -9.24691 0.289552 0.087012 0.437415
305 62.1408 -9.68068 0.29061 0.0851086 0.437307
306 64.3882 -13.9151 0.291668 0.084823 0.437352
307 67.1085 -10.0356 0.292726 0.0861223 0.437551
308 70.9384 -10.4636 0.293784 0.0889721 0.437903
309 74.853 -10.8527 0.294841 0.0933294 0.438405
310 79.8114 -9.89693 0.295899 0.0991276 0.43905
311 85.7327 -10.4088 0.296957 0.106252 0.43982
312 92.2115 -7.78587 0.298014 0.114584 0.44071
313 100.983 -7.6487 0.299072 0.123893 0.441683
314 109.575 -11.4283 0.300129 0.133958 0.442715
315 118.163 -17.3205 0.301187 0.144533 0.44378
316 126.904 -15.9467 0.302244 0.155381 0.444853
317 136.199 -12.6637 0.303302 0.166301 0.445912
318 144.026 -7.77384 0.304359 0.177127 0.446946
319 151.43 -10.1821 0.305417 0.187737 0.447946
320 157.768 -11.9726 0.306474 0.198047 0.448905
321 164.725 -7.5922 0.307531 0.207999 0.449823
322 171.766 -2.95512 0.308588 0.217557 0.450699
323 179.356 -10.8652 0.309645 0.226768 0.451548
324 186.289 -13.7842 0.310702 0.235411 0.452331
325 190.349 -8.25496 0.31176 0.243687 0.453091
326 195.017 -4.08042 0.312817 0.251522 0.453815
327 200.961 -9.14012 0.313874 0.258916 0.454505
328 203.455 -8.18429 0.31493 0.26587 0.455163
329 205.624 -3.99848 0.315987 0.272386 0.455791
330 208.206 1.94735 0.317044 0.278469 0.456389
331 211.559 3.18725 0.318101 0.284122 0.456959
332 215.016 -2.61607 0.319158 0.289351 0.457502
333 216.115 -4.11588 0.320214 0.294159 0.458018
334 216.143 -6.05621 0.321271 0.298547 0.458508
335 216.17 -4.43425 0.322328 0.302546 0.458975
336 216.465 -3.34565 0.323384 0.30614 0.459418
337 214.388 -4.25877 0.324441 0.309349 0.459839
338 213.849 -6.16482 0.325497 0.312171 0.460236
339 214.836 -5.88278 0.326554 0.314617 0.460612
340 215.662 -4.25493 0.32761 0.316699 0.460966
341 213.994 -2.36465 0.328666 0.318425 0.461299
342 212.097 -2.21614 0.329723 0.319803 0.461612
343 211.755 -2.52716 0.330779 0.320841 0.461904
344 209.953 -4.28481 0.331835 0.32155 0.462177
345 206.364 -4.81079 0.332891 0.321939 0.462431
346 203.531 -5.30968 0.333948 0.322017 0.462665
347 201.352 -5.27271 0.335004 0.321794 0.462881
348 198.478 -3.10001 0.33606 0.321279 0.463078
349 195.978 -3.33606 0.337116 0.320481 0.463257
350 192.282 -2.86907 0.338172 0.319411 0.463418
351 189.164 -4.16703 0.339228 0.318077 0.463561
352 185.759 -5.74452 0.340283 0.316489 0.463686
353 181.463 -3.8438 0.341339 0.314656 0.463793
354 177.637 -6.04624 0.342395 0.312591 0.463885
355 174.607 -8.96792 0.343451 0.310295 0.463958
356 171.73 -13.4024 0.344507 0.307781 0.464013
357 168.095 -14.2847 0.345562 0.305057 0.464051
358 163.618 -9.75207 0.346618 0.302133 0.464071
359 159.495 -5.47023 0.347673 0.299016 0.464074
360 156.391 -5.48365 0.348729 0.295715 0.46406
361 153.943 -3.80209 0.349785 0.292237 0.464028
362 151.741 -7.29968 0.35084 0.288592 0.463978
